,name,born,nickname,height,img_x,birth name,img_y,rank,bio,word_count,attributes
101,MS Dhoni,,,,,,https://www.forbesindia.com/media/celeblist2019/small/005_Mahendra%20Singh%20Dhoni.jpg,5.0, MS Dhoni is steady at No 5 because of his brand endorsements.,13,"['steady', 'brand endorsement', 'endorsement', 'brand']"
102,Alia Bhatt,,,,,,https://www.forbesindia.com/media/celeblist2019/small/008_Alia%20Bhatt.jpg,8.0," Alia Bhatt has moved up the list from 12 to 8, thanks to her massive social media popularity.",19,"['moved list thanks', 'moved list', 'medium popularity', 'massive social medium', 'massive social', 'list thanks massive', 'list thanks', 'alia bhatt', 'alia', 'massive', 'popularity', 'thanks', 'bhatt', 'social medium']"
103,Sachin Tendulkar,,,,,,https://www.forbesindia.com/media/celeblist2019/small/009_Sachin%20Tendulkar.jpg,9.0, The former India captain retains his No 9 spot thanks to the returns on his investments and brand endorsements.,20,"['investment', 'captain', 'brand endorsement', 'thanks', 'former', 'spot', 'return', 'endorsement', 'brand', 'india']"
104,Rohit Sharma,,,,,,https://www.forbesindia.com/media/celeblist2019/small/011_Rohit%20Sharma.jpg,11.0, Rohit Sharma jumps from No 23 to No 11 following his exploits on the field.,16,"['jump', 'rohit', 'field', 'sharma', 'following']"
105,Priyanka Chopra Jonas,,,,,,https://www.forbesindia.com/media/celeblist2019/small/014_Priyanka%20Chorea.jpg,14.0, Priyanka Chopra Jonas's ranking jumped from 49 last year to 14 this year on the back of her strong social media presence.,23,"['social medium presence', 'ranking', 'priyanka chopra jonas', 'medium presence', 'last year year', 'jonas', 'chopra jonas', 'back strong', 'year year', 'priyanka chopra', 'priyanka', 'jumped', 'presence', 'strong']"
106,AR Rahman,,,,,,https://www.forbesindia.com/media/celeblist2019/small/016_A%20R%20Rehman.jpg,16.0, Composer and singer AR Rahman—who has been a regular in the top 20—slid five ranks in the 2019 Celebrity 100 list from last year.,25,"['rahman regular top', 'rahman regular', 'slid', 'regular', 'rahman', 'composer', 'celebrity list last', 'rank celebrity list', 'rank celebrity', 'list last year', 'list last', 'five', 'last year', 'singer']"
107,Pritam,,,,,,https://www.forbesindia.com/media/celeblist2019/small/017_Pritam.jpg,17.0," Pritam has returned to the list this year at a high rank 17, riding on the success of his music in movies such as Kalank and Chhichhore.",28,"['pritam returned list', 'pritam returned', 'pritam', 'music movie kalank', 'music movie', 'movie kalank chhichhore', 'list year high', 'rank riding success', 'rank riding', 'high rank', 'riding success', 'kalank', 'chhichhore', 'list year']"
108,Amit Trivedi,,,,,,https://www.forbesindia.com/media/celeblist2019/small/019_Amit%20Trivedi.jpg,19.0, Amit Trivedi is No 19 on the 2019 Forbes India Celebrity 100 list thanks to his music in Ayushmann Khurrana-starrer Andhadhun.,22,"['music ayushmann khurrana', 'music ayushmann', 'list thanks music', 'list thanks', 'khurrana', 'ayushmann khurrana', 'ayushmann', 'andhadhun', 'amit', 'starrer', 'thanks', 'music', 'india celebrity list', 'india celebrity']"
109,Vishal-Shekhar,,,,,,https://www.forbesindia.com/media/celeblist2019/small/020_Vishal%20Shekhar.jpg,20.0, The music composer duo is on No 20 thanks to the hit soundtracks of Student of the Year 2 and Bharat.,22,"['music composer duo', 'music composer', 'student year', 'soundtrack', 'duo', 'composer', 'bharat', 'thanks', 'student', 'music', 'hit', 'year']"
110,Ajay-Atul,,,,,,https://www.forbesindia.com/media/celeblist2019/small/022_Ajay%20Atul.jpg,22.0, Ajay-Atul's zoom up the ranks is backed by their earnings from live shows and composing music for big-ticket films.,20,"['music big ticket', 'music big', 'live composing music', 'live composing', 'zoom', 'ticket', 'composing', 'backed earnings', 'backed', 'atul', 'live', 'ajay', 'earnings', 'big']"
111,Shankar-Ehsaan-Loy,,,,,,https://www.forbesindia.com/media/celeblist2019/small/024_Shankar_Ehsaan-Loy.jpg,24.0," The trio has been creating music together for over 23 years now, and make big bucks off their live shows.",21,"['music together year', 'music together', 'make big buck', 'make big', 'buck', 'trio', 'together', 'live', 'big', 'music', 'make', 'year']"
112,Varun Dhawan,,,,,,https://www.forbesindia.com/media/celeblist2019/small/025_Varun%20Dhawan.jpg,25.0," While Kalank was a dud at the box office, Dhawan's earnings remain strong with a rich endorsement pipeline.",19,"['office dhawan earnings', 'office dhawan', 'pipeline', 'endorsement pipeline', 'kalank', 'dhawan', 'strong', 'earnings', 'endorsement', 'box office', 'box', 'office']"
113,Arijit Singh,,,,,,https://www.forbesindia.com/media/celeblist2019/small/026_Arijit%20Singh.jpg,26.0," Current king of playback, Arijit Singh celebrates hit scores of Kabir Singh and Andhadhun, and crowd-pulling concerts across the globe.",21,"['singh', 'pulling concert across', 'pulling concert', 'pulling', 'playback arijit singh', 'playback arijit', 'kabir', 'crowd', 'andhadhun', 'playback', 'concert', 'score', 'king', 'across']"
114,Mohanlal,,,,,,https://www.forbesindia.com/media/celeblist2019/small/027_Mohanlal1.jpg,27.0," Mohanlal, the highest-paid actor of Malayalam cinema, zooms to No 27 on the 2019 Celebrity 100 list, after dropping out last year.",23,"['paid actor malayalam', 'mohanlal highest paid', 'mohanlal highest', 'malayalam cinema zoom', 'zoom', 'list dropping last', 'list dropping', 'celebrity list dropping', 'paid actor', 'mohanlal', 'malayalam cinema', 'highest paid actor', 'dropping last year', 'dropping last']"
115,Shraddha Kapoor,,,,,,https://www.forbesindia.com/media/celeblist2019/small/028_Shraddha%20Kapoor.jpg,28.0," Shraddha Kapoor scores high on fame and is riding the success of back-to-back hits, Saaho and Chhichhore.",18,"['back', 'score high fame', 'score high', 'saaho', 'riding success', 'chhichhore', 'back hit', 'back back hit', 'back back', 'score', 'high fame', 'riding', 'high', 'fame']"
116,Neha Kakkar,,,,,,https://www.forbesindia.com/media/celeblist2019/small/029_Neha%20Kakkar.jpg,29.0," Neha Kakkar's high rank is thanks to her popular live shows, Indian Idol jury gig and high social media fame.",21,"['high', 'popular live indian', 'popular live', 'neha kakkar high', 'neha kakkar', 'live indian idol', 'live indian', 'jury', 'high social medium', 'high social', 'high rank', 'neha', 'social medium fame', 'medium fame']"
117,Rishabh Pant,,,,,,https://www.forbesindia.com/media/celeblist2019/small/030_Rishabh%20Pant.jpg,30.0, Cricketer Rishabh Pant makes his debut on the list at rank 30 on the back of a busy season and being a constant talking point on social media.,29,"['point social medium', 'point social', 'pant make debut', 'pant make', 'pant', 'list rank back', 'make debut list', 'debut list rank', 'debut list', 'cricketer', 'make debut', 'busy', 'season', 'point']"
118,Hardik Pandya,,,,,,https://www.forbesindia.com/media/celeblist2019/small/031_Hardik%20Pandya.jpg,31.0," Hardik Pandya's rank slips from 27 in 2018 to 31 in 2019, after raking up a controversy on Koffee with Karan.",22,"['raking controversy koffee', 'raking controversy', 'raking', 'pandya rank slip', 'pandya rank', 'pandya', 'controversy', 'karan', 'rank']"
119,Jasprit Bumrah,,,,,,https://www.forbesindia.com/media/celeblist2019/small/033_Jasprit%20Bumrah.jpg,33.0," At 26, Bumrah is one of the most lethal fast bowlers today, and finished as India's highest wicket-taker in the 2019 World Cup.",24,"['lethal fast bowler', 'lethal fast', 'lethal', 'india highest', 'finished', 'today', 'world', 'highest', 'india']"
120,KL Rahul,,,,,,https://www.forbesindia.com/media/celeblist2019/small/034_K%20L%20Rahul.jpg,34.0," KL Rahul overshadows controversies off the field with a steady performance on it, climbing 25 spots on the list this year.",22,"['rahul overshadows controversy', 'rahul overshadows', 'performance climbing spot', 'performance climbing', 'overshadows controversy field', 'overshadows controversy', 'overshadows', 'steady performance', 'rahul', 'climbing', 'steady', 'controversy', 'list year', 'field']"
121,Shikhar Dhawan,,,,,,https://www.forbesindia.com/media/celeblist2019/small/035_Shikhar%20Dhawan.jpg,35.0," With consistent performance in ODIs and in the 2019 IPLT20, Dhawan rose 27 ranks to Number 35 on the 2019 Forbes India Celebrity 100 list.",26,"['performance odis iplt', 'odis iplt dhawan', 'odis iplt', 'number forbes india', 'number forbes', 'performance odis', 'odis', 'consistent performance', 'rose', 'consistent', 'dhawan', 'number', 'india celebrity list', 'rank']"
122,Kriti Sanon,,,,,,https://www.forbesindia.com/media/celeblist2019/small/038_Kriti%20Sanon.jpg,38.0," Kriti Sanon debuts on the Forbes India Celebrity 100 list at No 38, scoring high on fame.",18,"['scoring high fame', 'sanon', 'list scoring high', 'list scoring', 'kriti sanon', 'kriti', 'celebrity list scoring', 'scoring high', 'scoring', 'high fame', 'debut forbes india', 'debut forbes', 'high', 'fame']"
123,Diljit Dosanjh,,,,,,https://www.forbesindia.com/media/celeblist2019/small/039_Dilijit%20Dosanjh.jpg,39.0," Multi-hatted Dosanjh has been steadily climbing the Celebrity 100 ranks, cashing in from films, music and television shows.",19,"['music television', 'multi hatted dosanjh', 'multi hatted', 'climbing', 'cashing', 'multi', 'television', 'music', 'rank', 'celebrity', 'film']"
124,Tiger Shroff,,,,,,https://www.forbesindia.com/media/celeblist2019/small/040_Tiger%20Shroff.jpg,40.0," Despite a muted response to Student of the Year 2, Shroff had a good year in terms of fame and endorsements.",22,"['muted response student', 'muted response', 'muted', 'student year', 'response', 'fame endorsement', 'shroff', 'despite', 'student', 'good', 'endorsement', 'year', 'fame']"
125,Sonam Kapoor Ahuja,,,,,,https://www.forbesindia.com/media/celeblist2019/small/042_Sonam%20Kapoor.jpg,42.0," With two releases in 2019 and scoring high on the social media fame, Sonam Kapoor Ahuja has jumped up more than 30 spots in a year.",27,"['medium fame sonam', 'high social medium', 'high social', 'ahuja', 'scoring high', 'jumped', 'sonam kapoor', 'social medium fame', 'scoring', 'medium fame', 'sonam', 'social medium', 'spot', 'social']"
126,Disha Patani,,,,,,https://www.forbesindia.com/media/celeblist2019/small/043_Disha%20Patani.jpg,43.0," Disha Patani's social media fame brought her to the 45th position on the Forbes India Celebrity 100 list, with earnings at Rs 5.8 crore.",25,"['position forbes india', 'position forbes', 'patani social medium', 'patani social', 'patani', 'medium fame brought', 'list earnings crore', 'list earnings', 'position', 'social medium fame', 'medium fame', 'earnings crore', 'social medium', 'earnings']"
127,Prabhas,,,,,,https://www.forbesindia.com/media/celeblist2019/small/044_Prabhas.jpg,44.0," After the phenomenal success of the Baahubali saga, Prabhas's Saaho raked in second-highest opening day collections for an Indian film at Rs 130 crore.",25,"['raked second highest', 'raked second', 'prabhas saaho raked', 'prabhas saaho', 'prabhas', 'phenomenal success baahubali', 'phenomenal success', 'phenomenal', 'opening day collection', 'opening day', 'highest opening', 'saaho', 'raked', 'collection']"
128,Vijay,,,,,,https://www.forbesindia.com/media/celeblist2019/small/047_Vijay.jpg,47.0," Vijay is undoubtedly Tamil cinema's most bankable actor after Rajinikanth. His Diwali release, Bigil, has already raked in over Rs 300 crore.",23,"['raked crore', 'rajinikanth diwali release', 'rajinikanth diwali', 'bankable', 'raked', 'rajinikanth', 'vijay', 'already', 'crore', 'tamil', 'cinema', 'release', 'actor']"
129,Guru Randhawa,,,,,,https://www.forbesindia.com/media/celeblist2019/small/049_Guru%20Randhawa.jpg,49.0, The 28-year-old 'High rated Gabru' singer makes his debut on 2019 Forbes India Celebrity 100 list.,17,"['old high rated', 'old high', 'make debut forbes', 'make debut', 'year old', 'debut forbes india', 'debut forbes', 'old', 'singer', 'high', 'make', 'india celebrity list', 'india celebrity', 'forbes india celebrity']"
130,Karan Johar,,,,,,https://www.forbesindia.com/media/celeblist2019/small/050_Karan%20Johar_KJO_7414.jpg,50.0," As a producer, Johar had a rough 2019 at the box office, but his talk show returned for a popular new season.",23,"['producer johar rough', 'producer johar', 'popular season', 'office talk returned', 'office talk', 'rough', 'talk', 'johar', 'season', 'returned', 'popular', 'producer', 'box office', 'box']"
131,Ravindra Jadeja,,,,,,https://www.forbesindia.com/media/celeblist2019/small/051_Ravindra%20Jadeja.jpg,51.0," Ravindra Jadeja has climbed to 51 from 68 in 2018, with an increase in his BCCI annual retainer contract during the year.",23,"['annual', 'contract', 'climbed', 'year']"
132,Ajith Kumar,,,,,,https://www.forbesindia.com/media/celeblist2019/small/Face_125X125.jpg,52.0," The rare Tamil actor who does not shy away from playing his age, Ajith Kumar returns to the Forbes India Celebrity 100 list after dropping out last year.",29,"['playing age ajith', 'playing age', 'tamil actor', 'shy away', 'rare', 'list dropping last', 'list dropping', 'celebrity list dropping', 'ajith', 'shy', 'return forbes india', 'return forbes', 'dropping last year', 'dropping last']"
